horizon,MAE,RMSE,MAPE
92,0.5811137610955738,0.8269579310841038,6.696842115087332
93,0.5702715557581313,0.8149665158829424,6.555004991237314
94,0.5867796092155936,0.8302664267643968,6.759319266452899
95,0.5694633203988091,0.8151222845125948,6.475406468646455
96,0.5708301051111314,0.8195602681347874,6.502974095930273
97,0.5707550000917996,0.8177604893134798,6.49243592742661
98,0.5712092565865444,0.8209307176865749,6.48266841526458
99,0.5918879111664533,0.8408414710779052,6.75607036250096
100,0.6001656357620058,0.8550862411330721,6.884894069980653
101,0.5915943004229797,0.8453749720654925,6.765177616706026
102,0.5634419501526834,0.8083977544822432,6.36484677903135
103,0.6042408537461164,0.86150020700504,6.891524158135049
104,0.602523914628465,0.8560403127018275,6.904303636721465
105,0.5796450224122192,0.8303989848578068,6.603537320831024
106,0.5869099464317034,0.8398402742098064,6.691281237878973
107,0.5837154960918622,0.8343172505574724,6.655818329013805
108,0.6105981322880639,0.8640062473960536,7.02750355860607
109,0.5824308259104873,0.8346159358779712,6.651694575181274
110,0.6110400215325421,0.868985651628461,7.005760595455208
120,0.6036644185637057,0.8579557130291526,6.931808338219728
130,0.6359261040221735,0.8996946083135899,7.29049327884722
140,0.6885553056417066,0.956389120964844,7.973863161720331
150,0.6386721803730366,0.899231447842044,7.320715521491106
160,0.663714541701725,0.935256064686908,7.598352286500287
170,0.6458060181818801,0.9099849583044358,7.363355788186661
180,0.6737905561471828,0.9433041738795936,7.693829529984283
190,0.6742641263212528,0.9419798232205396,7.737556071254594
200,0.7005569645827451,0.9736924531505468,8.05512211736558
210,0.7041631449987984,0.9754298232851604,8.101585430548925
220,0.6882833508613839,0.9591570421862726,7.916063305481534
230,0.6864922995338256,0.9568689429746766,7.869839833397804
240,0.6971734719377876,0.969997227035072,8.031112934320886
250,0.7233968891917975,0.9988087486676018,8.358791230127707
260,0.7068479968201556,0.9832442497952608,8.129777900488012
270,0.7155925619241688,0.9916248396622632,8.245420923821303
280,0.701285810338056,0.9749060890209396,8.059739477108307
290,0.7033683841532729,0.9760708819680616,8.127362891431382
300,0.706037724833304,0.9789662276354584,8.137854272548232
300,0.7284766570082568,1.0065727250653034,8.42536574244455
400,0.7368630050456897,1.0193248389953138,8.49039130928583
500,0.7281547968351337,1.006760685548688,8.444921130363472
600,0.7340431160460303,1.0162734636107649,8.501319254750484
700,0.7253832282832156,1.0071967253464131,8.407751630375094
800,0.7521659572102684,1.0367731183260749,8.752881006259438
900,0.725054513602846,1.0042826564310503,8.415861265045525
1000,0.7256671752869502,1.0032065646851211,8.444866850958519
1100,0.7157195153477942,0.9896321805360572,8.317782019085
1200,0.7156800904381506,0.988907743922797,8.348819413626481
1300,0.7123465980247793,0.9861318980371068,8.309204250379015
1400,0.705502933634732,0.9782357090455336,8.228760895976844
1500,0.6944926552400642,0.9649825081803788,8.106388074953944
1600,0.6972730463292953,0.9678792405027713,8.144706611437389
1700,0.7099919323377124,0.9836247403373014,8.329135432549496
1800,0.6979488556031862,0.9681043457828759,8.198583583933333
1900,0.694846770688486,0.9658595916150078,8.15426074666943
2000,0.7021262427221489,0.9716009585091799,8.272047382709632
