DATE,PRICE_AREA,PRODUCTION_GROUP,METERINGPOINT_TYPE,INSTALLED_CAPACITY
2024-06-08,NO2,Thermal unspecified,Combined,20.000
2024-06-08,NO2,Thermal unspecified,Production,71480.000
2024-06-08,NO2,Wind unspecified,Combined,211.000
2024-06-08,NO2,Wind unspecified,Production,1459374.000
2024-06-08,NO3,Hydro unspecified,Combined,1256.000
2024-06-08,NO3,Hydro unspecified,Production,4833215.000
2024-06-08,NO3,Other unspecified,Combined,1215.000
2024-06-08,NO3,Other unspecified,Production,0.000
2024-06-08,NO3,Solar unspecified,Combined,46460.000
2024-06-08,NO3,Solar unspecified,Production,500.000
2024-06-08,NO3,Thermal unspecified,Combined,105.000
2024-06-08,NO3,Thermal unspecified,Production,222340.000
2024-06-08,NO3,Wind unspecified,Combined,321.000
2024-06-08,NO3,Wind unspecified,Production,2062958.000
2024-06-08,NO4,Hydro unspecified,Combined,283.000
2024-06-08,NO4,Hydro unspecified,Production,5520635.000
2024-06-08,NO4,Other unspecified,Combined,0.000
2024-06-08,NO4,Other unspecified,Production,14550.000
2024-06-08,NO4,Solar unspecified,Combined,3894.000
2024-06-08,NO4,Thermal unspecified,Production,303299.000
2024-06-08,NO4,Wind unspecified,Production,1197500.000
2024-06-08,NO5,Hydro unspecified,Combined,497.000
2024-06-08,NO5,Hydro unspecified,Production,8417160.000
2024-06-08,NO5,Other unspecified,Combined,437.000
2024-06-08,NO5,Other unspecified,Production,174.000
2024-06-08,NO5,Solar unspecified,Combined,60212.000
2024-06-08,NO5,Solar unspecified,Production,667.000
2024-06-08,NO5,Thermal unspecified,Production,330500.000
2024-06-08,NO5,Wind unspecified,Combined,2.000
2024-06-09,NO1,Hydro unspecified,Combined,814.000
2024-06-09,NO1,Hydro unspecified,Production,3938485.000
2024-06-09,NO1,Other unspecified,Combined,2807.000
2024-06-09,NO1,Other unspecified,Production,5016.000
2024-06-09,NO1,Solar unspecified,Combined,277417.000
2024-06-09,NO1,Solar unspecified,Production,29175.000
2024-06-09,NO1,Thermal unspecified,Combined,93.000
2024-06-09,NO1,Thermal unspecified,Production,64450.000
2024-06-09,NO1,Wind unspecified,Combined,57.000
2024-06-09,NO1,Wind unspecified,Production,356210.000
2024-06-09,NO2,Hydro unspecified,Combined,996.000
2024-06-09,NO2,Hydro unspecified,Production,12402029.000
2024-06-09,NO2,Other unspecified,Combined,4453.000
2024-06-09,NO2,Other unspecified,Production,12280.000
2024-06-09,NO2,Solar unspecified,Combined,258504.000
2024-06-09,NO2,Solar unspecified,Production,7928.000
2024-06-09,NO2,Thermal unspecified,Combined,20.000
2024-06-09,NO2,Thermal unspecified,Production,71480.000
2024-06-09,NO2,Wind unspecified,Combined,211.000
2024-06-09,NO2,Wind unspecified,Production,1459374.000
2024-06-09,NO3,Hydro unspecified,Combined,1256.000
2024-06-09,NO3,Hydro unspecified,Production,4833215.000
2024-06-09,NO3,Other unspecified,Combined,1215.000
2024-06-09,NO3,Other unspecified,Production,0.000
2024-06-09,NO3,Solar unspecified,Combined,46460.000
2024-06-09,NO3,Solar unspecified,Production,500.000
2024-06-09,NO3,Thermal unspecified,Combined,105.000
2024-06-09,NO3,Thermal unspecified,Production,222340.000
2024-06-09,NO3,Wind unspecified,Combined,321.000
2024-06-09,NO3,Wind unspecified,Production,2062958.000
2024-06-09,NO4,Hydro unspecified,Combined,283.000
2024-06-09,NO4,Hydro unspecified,Production,5520635.000
2024-06-09,NO4,Other unspecified,Combined,0.000
2024-06-09,NO4,Other unspecified,Production,14550.000
2024-06-09,NO4,Solar unspecified,Combined,3894.000
2024-06-09,NO4,Thermal unspecified,Production,303299.000
2024-06-09,NO4,Wind unspecified,Production,1197500.000
2024-06-09,NO5,Hydro unspecified,Combined,497.000
2024-06-09,NO5,Hydro unspecified,Production,8417160.000
2024-06-09,NO5,Other unspecified,Combined,437.000
2024-06-09,NO5,Other unspecified,Production,174.000
2024-06-09,NO5,Solar unspecified,Combined,60212.000
2024-06-09,NO5,Solar unspecified,Production,667.000
2024-06-09,NO5,Thermal unspecified,Production,330500.000
2024-06-09,NO5,Wind unspecified,Combined,2.000
2024-06-10,NO1,Hydro unspecified,Combined,814.000
2024-06-10,NO1,Hydro unspecified,Production,3938485.000
2024-06-10,NO1,Other unspecified,Combined,2807.000
2024-06-10,NO1,Other unspecified,Production,5016.000
2024-06-10,NO1,Solar unspecified,Combined,277481.000
2024-06-10,NO1,Solar unspecified,Production,29175.000
2024-06-10,NO1,Thermal unspecified,Combined,93.000
2024-06-10,NO1,Thermal unspecified,Production,64450.000
2024-06-10,NO1,Wind unspecified,Combined,57.000
2024-06-10,NO1,Wind unspecified,Production,356210.000
2024-06-10,NO2,Hydro unspecified,Combined,996.000
2024-06-10,NO2,Hydro unspecified,Production,12402029.000
2024-06-10,NO2,Other unspecified,Combined,4453.000
2024-06-10,NO2,Other unspecified,Production,12280.000
2024-06-10,NO2,Solar unspecified,Combined,258477.000
2024-06-10,NO2,Solar unspecified,Production,7928.000
2024-06-10,NO2,Thermal unspecified,Combined,20.000
2024-06-10,NO2,Thermal unspecified,Production,71480.000
2024-06-10,NO2,Wind unspecified,Combined,211.000
2024-06-10,NO2,Wind unspecified,Production,1459374.000
2024-06-10,NO3,Hydro unspecified,Combined,1256.000
2024-06-10,NO3,Hydro unspecified,Production,4833215.000
2024-06-10,NO3,Other unspecified,Combined,1215.000
2024-06-10,NO3,Other unspecified,Production,0.000
2024-06-10,NO3,Solar unspecified,Combined,46476.000
2024-06-10,NO3,Solar unspecified,Production,500.000
2024-06-10,NO3,Thermal unspecified,Combined,105.000
2024-06-10,NO3,Thermal unspecified,Production,222340.000
2024-06-10,NO3,Wind unspecified,Combined,321.000
2024-06-10,NO3,Wind unspecified,Production,2062958.000
2024-06-10,NO4,Hydro unspecified,Combined,283.000
2024-06-10,NO4,Hydro unspecified,Production,5520635.000
2024-06-10,NO4,Other unspecified,Combined,0.000
2024-06-10,NO4,Other unspecified,Production,14550.000
2024-06-10,NO4,Solar unspecified,Combined,3894.000
2024-06-10,NO4,Thermal unspecified,Production,303299.000
2024-06-10,NO4,Wind unspecified,Production,1197500.000
2024-06-10,NO5,Hydro unspecified,Combined,497.000
2024-06-10,NO5,Hydro unspecified,Production,8417160.000
2024-06-10,NO5,Other unspecified,Combined,437.000
2024-06-10,NO5,Other unspecified,Production,174.000
2024-06-10,NO5,Solar unspecified,Combined,60212.000
2024-06-10,NO5,Solar unspecified,Production,667.000
2024-06-10,NO5,Thermal unspecified,Production,330500.000
2024-06-10,NO5,Wind unspecified,Combined,2.000
2024-06-11,NO1,Hydro unspecified,Combined,814.000
2024-06-11,NO1,Hydro unspecified,Production,3938485.000
2024-06-11,NO1,Other unspecified,Combined,2807.000
2024-06-11,NO1,Other unspecified,Production,5016.000
2024-06-11,NO1,Solar unspecified,Combined,279235.000
2024-06-11,NO1,Solar unspecified,Production,29175.000
2024-06-11,NO1,Thermal unspecified,Combined,93.000
2024-06-11,NO1,Thermal unspecified,Production,64450.000
2024-06-11,NO1,Wind unspecified,Combined,57.000
2024-06-11,NO1,Wind unspecified,Production,356210.000
2024-06-11,NO2,Hydro unspecified,Combined,996.000
2024-06-11,NO2,Hydro unspecified,Production,12402029.000
2024-06-11,NO2,Other unspecified,Combined,4453.000
2024-06-11,NO2,Other unspecified,Production,12280.000
2024-06-11,NO2,Solar unspecified,Combined,258977.000
2024-06-11,NO2,Solar unspecified,Production,7928.000
2024-06-11,NO2,Thermal unspecified,Combined,20.000
2024-06-11,NO2,Thermal unspecified,Production,71480.000
2024-06-11,NO2,Wind unspecified,Combined,211.000
2024-06-11,NO2,Wind unspecified,Production,1459374.000
2024-06-11,NO3,Hydro unspecified,Combined,1256.000
2024-06-11,NO3,Hydro unspecified,Production,4833215.000
2024-06-11,NO3,Other unspecified,Combined,1215.000
2024-06-11,NO3,Other unspecified,Production,0.000
2024-06-11,NO3,Solar unspecified,Combined,46480.000
2024-06-11,NO3,Solar unspecified,Production,500.000
2024-06-11,NO3,Thermal unspecified,Combined,105.000
2024-06-11,NO3,Thermal unspecified,Production,222340.000
2024-06-11,NO3,Wind unspecified,Combined,321.000
2024-06-11,NO3,Wind unspecified,Production,2062958.000
2024-06-11,NO4,Hydro unspecified,Combined,283.000
2024-06-11,NO4,Hydro unspecified,Production,5520635.000
2024-06-11,NO4,Other unspecified,Combined,0.000
2024-06-11,NO4,Other unspecified,Production,14550.000
2024-06-11,NO4,Solar unspecified,Combined,3897.000
2024-06-11,NO4,Thermal unspecified,Production,303299.000
2024-06-11,NO4,Wind unspecified,Production,1197500.000
2024-06-11,NO5,Hydro unspecified,Combined,497.000
2024-06-11,NO5,Hydro unspecified,Production,8417160.000
2024-06-11,NO5,Other unspecified,Combined,437.000
2024-06-11,NO5,Other unspecified,Production,174.000
2024-06-11,NO5,Solar unspecified,Combined,60298.000
2024-06-11,NO5,Solar unspecified,Production,667.000
2024-06-11,NO5,Thermal unspecified,Production,330500.000
2024-06-11,NO5,Wind unspecified,Combined,2.000
2024-06-12,NO1,Hydro unspecified,Combined,814.000
2024-06-12,NO1,Hydro unspecified,Production,3938485.000
2024-06-12,NO1,Other unspecified,Combined,2807.000
2024-06-12,NO1,Other unspecified,Production,5016.000
2024-06-12,NO1,Solar unspecified,Combined,279811.000
2024-06-12,NO1,Solar unspecified,Production,29175.000
2024-06-12,NO1,Thermal unspecified,Combined,93.000
2024-06-12,NO1,Thermal unspecified,Production,64450.000
2024-06-12,NO1,Wind unspecified,Combined,57.000
2024-06-12,NO1,Wind unspecified,Production,356210.000
2024-06-12,NO2,Hydro unspecified,Combined,996.000
2024-06-12,NO2,Hydro unspecified,Production,12402029.000
2024-06-12,NO2,Other unspecified,Combined,4453.000
2024-06-12,NO2,Other unspecified,Production,12280.000
2024-06-12,NO2,Solar unspecified,Combined,259182.000
2024-06-12,NO2,Solar unspecified,Production,7928.000
2024-06-12,NO2,Thermal unspecified,Combined,20.000
2024-06-12,NO2,Thermal unspecified,Production,71480.000
2024-06-12,NO2,Wind unspecified,Combined,211.000
2024-06-12,NO2,Wind unspecified,Production,1459374.000
2024-06-12,NO3,Hydro unspecified,Combined,1256.000
2024-06-12,NO3,Hydro unspecified,Production,4833215.000
2024-06-12,NO3,Other unspecified,Combined,1215.000
2024-06-12,NO3,Other unspecified,Production,0.000
2024-06-12,NO3,Solar unspecified,Combined,46480.000
2024-06-12,NO3,Solar unspecified,Production,500.000
2024-06-12,NO3,Thermal unspecified,Combined,105.000
2024-06-12,NO3,Thermal unspecified,Production,222340.000
2024-06-12,NO3,Wind unspecified,Combined,321.000
2024-06-12,NO3,Wind unspecified,Production,2062958.000
2024-06-12,NO4,Hydro unspecified,Combined,283.000
2024-06-12,NO4,Hydro unspecified,Production,5520635.000
2024-06-12,NO4,Other unspecified,Combined,0.000
2024-06-12,NO4,Other unspecified,Production,14550.000
2024-06-12,NO4,Solar unspecified,Combined,3897.000
2024-06-12,NO4,Thermal unspecified,Production,303299.000
2024-06-12,NO4,Wind unspecified,Production,1197500.000
2024-06-12,NO5,Hydro unspecified,Combined,497.000
2024-06-12,NO5,Hydro unspecified,Production,8417160.000
2024-06-12,NO5,Other unspecified,Combined,437.000
2024-06-12,NO5,Other unspecified,Production,174.000
2024-06-12,NO5,Solar unspecified,Combined,60298.000
2024-06-12,NO5,Solar unspecified,Production,667.000
2024-06-12,NO5,Thermal unspecified,Production,330500.000
2024-06-12,NO5,Wind unspecified,Combined,2.000
2024-06-13,NO1,Hydro unspecified,Combined,814.000
2024-06-13,NO1,Hydro unspecified,Production,3938485.000
2024-06-13,NO1,Other unspecified,Combined,2807.000
2024-06-13,NO1,Other unspecified,Production,5016.000
2024-06-13,NO1,Solar unspecified,Combined,280070.000
2024-06-13,NO1,Solar unspecified,Production,29175.000
2024-06-13,NO1,Thermal unspecified,Combined,93.000
2024-06-13,NO1,Thermal unspecified,Production,64450.000
2024-06-13,NO1,Wind unspecified,Combined,57.000
2024-06-13,NO1,Wind unspecified,Production,356210.000
2024-06-13,NO2,Hydro unspecified,Combined,996.000
2024-06-13,NO2,Hydro unspecified,Production,12402029.000
2024-06-13,NO2,Other unspecified,Combined,4453.000
2024-06-13,NO2,Other unspecified,Production,12280.000
2024-06-13,NO2,Solar unspecified,Combined,259754.000
2024-06-13,NO2,Solar unspecified,Production,7928.000
2024-06-13,NO2,Thermal unspecified,Combined,20.000
2024-06-13,NO2,Thermal unspecified,Production,71480.000
2024-06-13,NO2,Wind unspecified,Combined,211.000
2024-06-13,NO2,Wind unspecified,Production,1459374.000
2024-06-13,NO3,Hydro unspecified,Combined,1256.000
2024-06-13,NO3,Hydro unspecified,Production,4833215.000
2024-06-13,NO3,Other unspecified,Combined,1215.000
2024-06-13,NO3,Other unspecified,Production,0.000
2024-06-13,NO3,Solar unspecified,Combined,46499.000
2024-06-13,NO3,Solar unspecified,Production,500.000
2024-06-13,NO3,Thermal unspecified,Combined,105.000
2024-06-13,NO3,Thermal unspecified,Production,222340.000
2024-06-13,NO3,Wind unspecified,Combined,321.000
2024-06-13,NO3,Wind unspecified,Production,2062958.000
2024-06-13,NO4,Hydro unspecified,Combined,283.000
2024-06-13,NO4,Hydro unspecified,Production,5520635.000
2024-06-13,NO4,Other unspecified,Combined,0.000
2024-06-13,NO4,Other unspecified,Production,14550.000
2024-06-13,NO4,Solar unspecified,Combined,3897.000
2024-06-13,NO4,Thermal unspecified,Production,303299.000
2024-06-13,NO4,Wind unspecified,Production,1197500.000
2024-06-13,NO5,Hydro unspecified,Combined,497.000
2024-06-13,NO5,Hydro unspecified,Production,8417160.000
2024-06-13,NO5,Other unspecified,Combined,437.000
2024-06-13,NO5,Other unspecified,Production,174.000
2024-06-13,NO5,Solar unspecified,Combined,60298.000
2024-06-13,NO5,Solar unspecified,Production,667.000
2024-06-13,NO5,Thermal unspecified,Production,330500.000
2024-06-13,NO5,Wind unspecified,Combined,2.000
2024-06-14,NO1,Hydro unspecified,Combined,814.000
2024-06-14,NO1,Hydro unspecified,Production,3938485.000
2024-06-14,NO1,Other unspecified,Combined,2807.000
2024-06-14,NO1,Other unspecified,Production,5016.000
2024-06-14,NO1,Solar unspecified,Combined,280171.000
2024-06-14,NO1,Solar unspecified,Production,29175.000
2024-06-14,NO1,Thermal unspecified,Combined,93.000
2024-06-14,NO1,Thermal unspecified,Production,64450.000
2024-06-14,NO1,Wind unspecified,Combined,57.000
2024-06-14,NO1,Wind unspecified,Production,356210.000
2024-06-14,NO2,Hydro unspecified,Combined,996.000
2024-06-14,NO2,Hydro unspecified,Production,12402029.000
2024-06-14,NO2,Other unspecified,Combined,4453.000
2024-06-14,NO2,Other unspecified,Production,12280.000
2024-06-14,NO2,Solar unspecified,Combined,260026.000
2024-06-14,NO2,Solar unspecified,Production,7928.000
2024-06-14,NO2,Thermal unspecified,Combined,20.000
2024-06-14,NO2,Thermal unspecified,Production,71480.000
2024-06-14,NO2,Wind unspecified,Combined,211.000
2024-06-14,NO2,Wind unspecified,Production,1459374.000
2024-06-14,NO3,Hydro unspecified,Combined,1256.000
2024-06-14,NO3,Hydro unspecified,Production,4833215.000
2024-06-14,NO3,Other unspecified,Combined,1215.000
2024-06-14,NO3,Other unspecified,Production,0.000
2024-06-14,NO3,Solar unspecified,Combined,46450.000
2024-06-14,NO3,Solar unspecified,Production,500.000
2024-06-14,NO3,Thermal unspecified,Combined,105.000
2024-06-14,NO3,Thermal unspecified,Production,222340.000
2024-06-14,NO3,Wind unspecified,Combined,321.000
2024-06-14,NO3,Wind unspecified,Production,2062958.000
2024-06-14,NO4,Hydro unspecified,Combined,283.000
2024-06-14,NO4,Hydro unspecified,Production,5520635.000
2024-06-14,NO4,Other unspecified,Combined,0.000
2024-06-14,NO4,Other unspecified,Production,14550.000
2024-06-14,NO4,Solar unspecified,Combined,3897.000
2024-06-14,NO4,Thermal unspecified,Production,303299.000
2024-06-14,NO4,Wind unspecified,Production,1197500.000
2024-06-14,NO5,Hydro unspecified,Combined,497.000
2024-06-14,NO5,Hydro unspecified,Production,8417160.000
2024-06-14,NO5,Other unspecified,Combined,437.000
2024-06-14,NO5,Other unspecified,Production,174.000
2024-06-14,NO5,Solar unspecified,Combined,60433.000
2024-06-14,NO5,Solar unspecified,Production,667.000
2024-06-14,NO5,Thermal unspecified,Production,330500.000
2024-06-14,NO5,Wind unspecified,Combined,2.000
2024-06-15,NO1,Hydro unspecified,Combined,814.000
2024-06-15,NO1,Hydro unspecified,Production,3938485.000
2024-06-15,NO1,Other unspecified,Combined,2807.000
2024-06-15,NO1,Other unspecified,Production,5016.000
2024-06-15,NO1,Solar unspecified,Combined,280171.000
2024-06-15,NO1,Solar unspecified,Production,29175.000
2024-06-15,NO1,Thermal unspecified,Combined,93.000
2024-06-15,NO1,Thermal unspecified,Production,64450.000
2024-06-15,NO1,Wind unspecified,Combined,57.000
2024-06-15,NO1,Wind unspecified,Production,356210.000
2024-06-15,NO2,Hydro unspecified,Combined,996.000
2024-06-15,NO2,Hydro unspecified,Production,12402029.000
2024-06-15,NO2,Other unspecified,Combined,4453.000
2024-06-15,NO2,Other unspecified,Production,12280.000
2024-06-15,NO2,Solar unspecified,Combined,260041.000
2024-06-15,NO2,Solar unspecified,Production,7928.000
2024-06-15,NO2,Thermal unspecified,Combined,20.000
2024-06-15,NO2,Thermal unspecified,Production,71480.000
2024-06-15,NO2,Wind unspecified,Combined,211.000
2024-06-15,NO2,Wind unspecified,Production,1459374.000
2024-06-15,NO3,Hydro unspecified,Combined,1256.000
2024-06-15,NO3,Hydro unspecified,Production,4833215.000
2024-06-15,NO3,Other unspecified,Combined,1215.000
2024-06-15,NO3,Other unspecified,Production,0.000
2024-06-15,NO3,Solar unspecified,Combined,46450.000
2024-06-15,NO3,Solar unspecified,Production,500.000
2024-06-15,NO3,Thermal unspecified,Combined,105.000
2024-06-15,NO3,Thermal unspecified,Production,222340.000
2024-06-15,NO3,Wind unspecified,Combined,321.000
2024-06-15,NO3,Wind unspecified,Production,2062958.000
2024-06-15,NO4,Hydro unspecified,Combined,283.000
2024-06-15,NO4,Hydro unspecified,Production,5520635.000
2024-06-15,NO4,Other unspecified,Combined,0.000
2024-06-15,NO4,Other unspecified,Production,14550.000
2024-06-15,NO4,Solar unspecified,Combined,3897.000
2024-06-15,NO4,Thermal unspecified,Production,303299.000
2024-06-15,NO4,Wind unspecified,Production,1197500.000
2024-06-15,NO5,Hydro unspecified,Combined,497.000
2024-06-15,NO5,Hydro unspecified,Production,8417160.000
2024-06-15,NO5,Other unspecified,Combined,437.000
2024-06-15,NO5,Other unspecified,Production,174.000
2024-06-15,NO5,Solar unspecified,Combined,60433.000
2024-06-15,NO5,Solar unspecified,Production,667.000
2024-06-15,NO5,Thermal unspecified,Production,330500.000
2024-06-15,NO5,Wind unspecified,Combined,2.000
2024-06-16,NO1,Hydro unspecified,Combined,814.000
2024-06-16,NO1,Hydro unspecified,Production,3938485.000
2024-06-16,NO1,Other unspecified,Combined,2807.000
2024-06-16,NO1,Other unspecified,Production,5016.000
2024-06-16,NO1,Solar unspecified,Combined,280183.000
2024-06-16,NO1,Solar unspecified,Production,29175.000
2024-06-16,NO1,Thermal unspecified,Combined,93.000
2024-06-16,NO1,Thermal unspecified,Production,64450.000
2024-06-16,NO1,Wind unspecified,Combined,57.000
2024-06-16,NO1,Wind unspecified,Production,356210.000
2024-06-16,NO2,Hydro unspecified,Combined,996.000
2024-06-16,NO2,Hydro unspecified,Production,12402029.000
2024-06-16,NO2,Other unspecified,Combined,4453.000
2024-06-16,NO2,Other unspecified,Production,12280.000
2024-06-16,NO2,Solar unspecified,Combined,260220.000
2024-06-16,NO2,Solar unspecified,Production,7928.000
2024-06-16,NO2,Thermal unspecified,Combined,20.000
2024-06-16,NO2,Thermal unspecified,Production,71480.000
2024-06-16,NO2,Wind unspecified,Combined,211.000
2024-06-16,NO2,Wind unspecified,Production,1459374.000
2024-06-16,NO3,Hydro unspecified,Combined,1256.000
2024-06-16,NO3,Hydro unspecified,Production,4833215.000
2024-06-16,NO3,Other unspecified,Combined,1215.000
2024-06-16,NO3,Other unspecified,Production,0.000
2024-06-16,NO3,Solar unspecified,Combined,46450.000
2024-06-16,NO3,Solar unspecified,Production,500.000
2024-06-16,NO3,Thermal unspecified,Combined,105.000
2024-06-16,NO3,Thermal unspecified,Production,222340.000
2024-06-16,NO3,Wind unspecified,Combined,321.000
2024-06-16,NO3,Wind unspecified,Production,2062958.000
2024-06-16,NO4,Hydro unspecified,Combined,283.000
2024-06-16,NO4,Hydro unspecified,Production,5520635.000
2024-06-16,NO4,Other unspecified,Combined,0.000
2024-06-16,NO4,Other unspecified,Production,14550.000
2024-06-16,NO4,Solar unspecified,Combined,3897.000
2024-06-16,NO4,Thermal unspecified,Production,303299.000
2024-06-16,NO4,Wind unspecified,Production,1197500.000
2024-06-16,NO5,Hydro unspecified,Combined,497.000
2024-06-16,NO5,Hydro unspecified,Production,8417160.000
2024-06-16,NO5,Other unspecified,Combined,437.000
2024-06-16,NO5,Other unspecified,Production,174.000
2024-06-16,NO5,Solar unspecified,Combined,60433.000
2024-06-16,NO5,Solar unspecified,Production,667.000
2024-06-16,NO5,Thermal unspecified,Production,330500.000
2024-06-16,NO5,Wind unspecified,Combined,2.000
2024-06-17,NO1,Hydro unspecified,Combined,814.000
2024-06-17,NO1,Hydro unspecified,Production,3938485.000
2024-06-17,NO1,Other unspecified,Combined,2807.000
2024-06-17,NO1,Other unspecified,Production,5016.000
2024-06-17,NO1,Solar unspecified,Combined,280467.000
2024-06-17,NO1,Solar unspecified,Production,29175.000
2024-06-17,NO1,Thermal unspecified,Combined,93.000
2024-06-17,NO1,Thermal unspecified,Production,64450.000
2024-06-17,NO1,Wind unspecified,Combined,57.000
2024-06-17,NO1,Wind unspecified,Production,356210.000
2024-06-17,NO2,Hydro unspecified,Combined,996.000
2024-06-17,NO2,Hydro unspecified,Production,12402029.000
2024-06-17,NO2,Other unspecified,Combined,4453.000
2024-06-17,NO2,Other unspecified,Production,12280.000
2024-06-17,NO2,Solar unspecified,Combined,260780.000
2024-06-17,NO2,Solar unspecified,Production,8365.000
2024-06-17,NO2,Thermal unspecified,Combined,20.000
2024-06-17,NO2,Thermal unspecified,Production,71480.000
2024-06-17,NO2,Wind unspecified,Combined,211.000
2024-06-17,NO2,Wind unspecified,Production,1459374.000
2024-06-17,NO3,Hydro unspecified,Combined,1256.000
2024-06-17,NO3,Hydro unspecified,Production,4833215.000
2024-06-17,NO3,Other unspecified,Combined,1215.000
2024-06-17,NO3,Other unspecified,Production,0.000
2024-06-17,NO3,Solar unspecified,Combined,46450.000
2024-06-17,NO3,Solar unspecified,Production,500.000
2024-06-17,NO3,Thermal unspecified,Combined,105.000
2024-06-17,NO3,Thermal unspecified,Production,222340.000
2024-06-17,NO3,Wind unspecified,Combined,321.000
2024-06-17,NO3,Wind unspecified,Production,2062958.000
2024-06-17,NO4,Hydro unspecified,Combined,283.000
2024-06-17,NO4,Hydro unspecified,Production,5520635.000
2024-06-17,NO4,Other unspecified,Combined,0.000
2024-06-17,NO4,Other unspecified,Production,14550.000
2024-06-17,NO4,Solar unspecified,Combined,3897.000
2024-06-17,NO4,Thermal unspecified,Production,303299.000
2024-06-17,NO4,Wind unspecified,Production,1197500.000
2024-06-17,NO5,Hydro unspecified,Combined,497.000
2024-06-17,NO5,Hydro unspecified,Production,8417160.000
2024-06-17,NO5,Other unspecified,Combined,437.000
2024-06-17,NO5,Other unspecified,Production,174.000
2024-06-17,NO5,Solar unspecified,Combined,60459.000
2024-06-17,NO5,Solar unspecified,Production,667.000
2024-06-17,NO5,Thermal unspecified,Production,330500.000
2024-06-17,NO5,Wind unspecified,Combined,2.000
2024-06-18,NO1,Hydro unspecified,Combined,814.000
2024-06-18,NO1,Hydro unspecified,Production,3938485.000
2024-06-18,NO1,Other unspecified,Combined,2807.000
2024-06-18,NO1,Other unspecified,Production,5016.000
2024-06-18,NO1,Solar unspecified,Combined,280515.000
2024-06-18,NO1,Solar unspecified,Production,29349.000
2024-06-18,NO1,Thermal unspecified,Combined,93.000
2024-06-18,NO1,Thermal unspecified,Production,64450.000
2024-06-18,NO1,Wind unspecified,Combined,57.000
2024-06-18,NO1,Wind unspecified,Production,356210.000
2024-06-18,NO2,Hydro unspecified,Combined,996.000
2024-06-18,NO2,Hydro unspecified,Production,12402029.000
2024-06-18,NO2,Other unspecified,Combined,4453.000
2024-06-18,NO2,Other unspecified,Production,12280.000
2024-06-18,NO2,Solar unspecified,Combined,260981.000
2024-06-18,NO2,Solar unspecified,Production,8365.000
2024-06-18,NO2,Thermal unspecified,Combined,20.000
2024-06-18,NO2,Thermal unspecified,Production,71480.000
2024-06-18,NO2,Wind unspecified,Combined,211.000
2024-06-18,NO2,Wind unspecified,Production,1459374.000
2024-06-18,NO3,Hydro unspecified,Combined,1256.000
2024-06-18,NO3,Hydro unspecified,Production,4833215.000
2024-06-18,NO3,Other unspecified,Combined,1215.000
2024-06-18,NO3,Other unspecified,Production,0.000
2024-06-18,NO3,Solar unspecified,Combined,46824.000
2024-06-18,NO3,Solar unspecified,Production,500.000
2024-06-18,NO3,Thermal unspecified,Combined,105.000
2024-06-18,NO3,Thermal unspecified,Production,222340.000
2024-06-18,NO3,Wind unspecified,Combined,321.000
2024-06-18,NO3,Wind unspecified,Production,2062958.000
2024-06-18,NO4,Hydro unspecified,Combined,283.000
2024-06-18,NO4,Hydro unspecified,Production,5520635.000
2024-06-18,NO4,Other unspecified,Combined,0.000
2024-06-18,NO4,Other unspecified,Production,14550.000
2024-06-18,NO4,Solar unspecified,Combined,3897.000
2024-06-18,NO4,Thermal unspecified,Production,303299.000
2024-06-18,NO4,Wind unspecified,Production,1197500.000
2024-06-18,NO5,Hydro unspecified,Combined,497.000
2024-06-18,NO5,Hydro unspecified,Production,8417160.000
2024-06-18,NO5,Other unspecified,Combined,437.000
2024-06-18,NO5,Other unspecified,Production,174.000
2024-06-18,NO5,Solar unspecified,Combined,60459.000
2024-06-18,NO5,Solar unspecified,Production,667.000
2024-06-18,NO5,Thermal unspecified,Production,330500.000
2024-06-18,NO5,Wind unspecified,Combined,2.000
2024-06-19,NO1,Hydro unspecified,Combined,814.000
2024-06-19,NO1,Hydro unspecified,Production,3938485.000
2024-06-19,NO1,Other unspecified,Combined,2807.000
2024-06-19,NO1,Other unspecified,Production,5016.000
2024-06-19,NO1,Solar unspecified,Combined,281783.000
2024-06-19,NO1,Solar unspecified,Production,29349.000
2024-06-19,NO1,Thermal unspecified,Combined,93.000
2024-06-19,NO1,Thermal unspecified,Production,64450.000
2024-06-19,NO1,Wind unspecified,Combined,57.000
2024-06-19,NO1,Wind unspecified,Production,356210.000
2024-06-19,NO2,Hydro unspecified,Combined,996.000
2024-06-19,NO2,Hydro unspecified,Production,12402029.000
2024-06-19,NO2,Other unspecified,Combined,4453.000
2024-06-19,NO2,Other unspecified,Production,12280.000
2024-06-19,NO2,Solar unspecified,Combined,261014.000
2024-06-19,NO2,Solar unspecified,Production,8365.000
2024-06-19,NO2,Thermal unspecified,Combined,20.000
2024-06-19,NO2,Thermal unspecified,Production,71480.000
2024-06-19,NO2,Wind unspecified,Combined,211.000
2024-06-19,NO2,Wind unspecified,Production,1459374.000
2024-06-19,NO3,Hydro unspecified,Combined,1256.000
2024-06-19,NO3,Hydro unspecified,Production,4833215.000
2024-06-19,NO3,Other unspecified,Combined,1215.000
2024-06-19,NO3,Other unspecified,Production,0.000
2024-06-19,NO3,Solar unspecified,Combined,46782.000
2024-06-19,NO3,Solar unspecified,Production,500.000
2024-06-19,NO3,Thermal unspecified,Combined,105.000
2024-06-19,NO3,Thermal unspecified,Production,222340.000
