DATE,PRICE_AREA,PRODUCTION_GROUP,METERINGPOINT_TYPE,INSTALLED_CAPACITY
2021-06-09,NO4,Solar unspecified,Combined,1119.000
2021-06-09,NO4,Thermal unspecified,Production,305399.000
2021-06-09,NO4,Wind unspecified,Production,1092400.000
2021-06-09,NO5,Hydro unspecified,Combined,139.000
2021-06-09,NO5,Hydro unspecified,Production,8421582.000
2021-06-09,NO5,Other unspecified,Combined,0.000
2021-06-09,NO5,Solar unspecified,Combined,7833.000
2021-06-09,NO5,Thermal unspecified,Production,297000.000
2021-06-09,NO5,Wind unspecified,Combined,2.000
2021-06-10,NO1,Hydro unspecified,Combined,504.000
2021-06-10,NO1,Hydro unspecified,Production,18910912.000
2021-06-10,NO1,Other unspecified,Combined,76.000
2021-06-10,NO1,Solar unspecified,Combined,56867.000
2021-06-10,NO1,Solar unspecified,Production,2198.000
2021-06-10,NO1,Thermal unspecified,Production,53150.000
2021-06-10,NO1,Wind unspecified,Production,229000.000
2021-06-10,NO2,Hydro unspecified,Combined,604.000
2021-06-10,NO2,Hydro unspecified,Production,12484657.000
2021-06-10,NO2,Other unspecified,Combined,1900.000
2021-06-10,NO2,Other unspecified,Production,1100.000
2021-06-10,NO2,Solar unspecified,Combined,30714.000
2021-06-10,NO2,Solar unspecified,Production,2135.000
2021-06-10,NO2,Thermal unspecified,Combined,9.000
2021-06-10,NO2,Thermal unspecified,Production,71760.000
2021-06-10,NO2,Wind unspecified,Combined,46.000
2021-06-10,NO2,Wind unspecified,Production,1201774.000
2021-06-10,NO3,Hydro unspecified,Combined,570.000
2021-06-10,NO3,Hydro unspecified,Production,4845658.000
2021-06-10,NO3,Other unspecified,Combined,250.000
2021-06-10,NO3,Solar unspecified,Combined,14253.000
2021-06-10,NO3,Solar unspecified,Production,500.000
2021-06-10,NO3,Thermal unspecified,Production,199300.000
2021-06-10,NO3,Wind unspecified,Combined,250.000
2021-06-10,NO3,Wind unspecified,Production,2428951.000
2021-06-10,NO4,Hydro unspecified,Combined,193.000
2021-06-10,NO4,Hydro unspecified,Production,5410226.000
2021-06-10,NO4,Other unspecified,Combined,659.000
2021-06-10,NO4,Other unspecified,Production,14550.000
2021-06-10,NO4,Solar unspecified,Combined,1119.000
2021-06-10,NO4,Thermal unspecified,Production,305399.000
2021-06-10,NO4,Wind unspecified,Production,1092400.000
2021-06-10,NO5,Hydro unspecified,Combined,139.000
2021-06-10,NO5,Hydro unspecified,Production,8421582.000
2021-06-10,NO5,Other unspecified,Combined,0.000
2021-06-10,NO5,Solar unspecified,Combined,7833.000
2021-06-10,NO5,Thermal unspecified,Production,297000.000
2021-06-10,NO5,Wind unspecified,Combined,2.000
2021-06-11,NO1,Hydro unspecified,Combined,504.000
2021-06-11,NO1,Hydro unspecified,Production,18910912.000
2021-06-11,NO1,Other unspecified,Combined,76.000
2021-06-11,NO1,Solar unspecified,Combined,56887.000
2021-06-11,NO1,Solar unspecified,Production,2198.000
2021-06-11,NO1,Thermal unspecified,Production,53150.000
2021-06-11,NO1,Wind unspecified,Production,229000.000
2021-06-11,NO2,Hydro unspecified,Combined,604.000
2021-06-11,NO2,Hydro unspecified,Production,12484657.000
2021-06-11,NO2,Other unspecified,Combined,1900.000
2021-06-11,NO2,Other unspecified,Production,1100.000
2021-06-11,NO2,Solar unspecified,Combined,30732.000
2021-06-11,NO2,Solar unspecified,Production,2135.000
2021-06-11,NO2,Thermal unspecified,Combined,9.000
2021-06-11,NO2,Thermal unspecified,Production,71760.000
2021-06-11,NO2,Wind unspecified,Combined,46.000
2021-06-11,NO2,Wind unspecified,Production,1201774.000
2021-06-11,NO3,Hydro unspecified,Combined,570.000
2021-06-11,NO3,Hydro unspecified,Production,4845658.000
2021-06-11,NO3,Other unspecified,Combined,250.000
2021-06-11,NO3,Solar unspecified,Combined,14265.000
2021-06-11,NO3,Solar unspecified,Production,500.000
2021-06-11,NO3,Thermal unspecified,Production,199300.000
2021-06-11,NO3,Wind unspecified,Combined,250.000
2021-06-11,NO3,Wind unspecified,Production,2428951.000
2021-06-11,NO4,Hydro unspecified,Combined,193.000
2021-06-11,NO4,Hydro unspecified,Production,5416836.000
2021-06-11,NO4,Other unspecified,Combined,659.000
2021-06-11,NO4,Other unspecified,Production,14550.000
2021-06-11,NO4,Solar unspecified,Combined,1119.000
2021-06-11,NO4,Thermal unspecified,Production,305399.000
2021-06-11,NO4,Wind unspecified,Production,1092400.000
2021-06-11,NO5,Hydro unspecified,Combined,139.000
2021-06-11,NO5,Hydro unspecified,Production,8421582.000
2021-06-11,NO5,Other unspecified,Combined,0.000
2021-06-11,NO5,Solar unspecified,Combined,7857.000
2021-06-11,NO5,Thermal unspecified,Production,297000.000
2021-06-11,NO5,Wind unspecified,Combined,2.000
2021-06-12,NO1,Hydro unspecified,Combined,504.000
2021-06-12,NO1,Hydro unspecified,Production,18910912.000
2021-06-12,NO1,Other unspecified,Combined,76.000
2021-06-12,NO1,Solar unspecified,Combined,56887.000
2021-06-12,NO1,Solar unspecified,Production,2198.000
2021-06-12,NO1,Thermal unspecified,Production,53150.000
2021-06-12,NO1,Wind unspecified,Production,229000.000
2021-06-12,NO2,Hydro unspecified,Combined,604.000
2021-06-12,NO2,Hydro unspecified,Production,12484657.000
2021-06-12,NO2,Other unspecified,Combined,1900.000
2021-06-12,NO2,Other unspecified,Production,1100.000
2021-06-12,NO2,Solar unspecified,Combined,30741.000
2021-06-12,NO2,Solar unspecified,Production,2135.000
2021-06-12,NO2,Thermal unspecified,Combined,9.000
2021-06-12,NO2,Thermal unspecified,Production,71760.000
2021-06-12,NO2,Wind unspecified,Combined,46.000
2021-06-12,NO2,Wind unspecified,Production,1201774.000
2021-06-12,NO3,Hydro unspecified,Combined,570.000
2021-06-12,NO3,Hydro unspecified,Production,4845658.000
2021-06-12,NO3,Other unspecified,Combined,250.000
2021-06-12,NO3,Solar unspecified,Combined,14265.000
2021-06-12,NO3,Solar unspecified,Production,500.000
2021-06-12,NO3,Thermal unspecified,Production,199300.000
2021-06-12,NO3,Wind unspecified,Combined,250.000
2021-06-12,NO3,Wind unspecified,Production,2428951.000
2021-06-12,NO4,Hydro unspecified,Combined,193.000
2021-06-12,NO4,Hydro unspecified,Production,5416836.000
2021-06-12,NO4,Other unspecified,Combined,659.000
2021-06-12,NO4,Other unspecified,Production,14550.000
2021-06-12,NO4,Solar unspecified,Combined,1119.000
2021-06-12,NO4,Thermal unspecified,Production,305399.000
2021-06-12,NO4,Wind unspecified,Production,1092400.000
2021-06-12,NO5,Hydro unspecified,Combined,139.000
2021-06-12,NO5,Hydro unspecified,Production,8421582.000
2021-06-12,NO5,Other unspecified,Combined,0.000
2021-06-12,NO5,Solar unspecified,Combined,7857.000
2021-06-12,NO5,Thermal unspecified,Production,297000.000
2021-06-12,NO5,Wind unspecified,Combined,2.000
2021-06-13,NO1,Hydro unspecified,Combined,504.000
2021-06-13,NO1,Hydro unspecified,Production,18910912.000
2021-06-13,NO1,Other unspecified,Combined,76.000
2021-06-13,NO1,Solar unspecified,Combined,56887.000
2021-06-13,NO1,Solar unspecified,Production,2198.000
2021-06-13,NO1,Thermal unspecified,Production,53150.000
2021-06-13,NO1,Wind unspecified,Production,229000.000
2021-06-13,NO2,Hydro unspecified,Combined,604.000
2021-06-13,NO2,Hydro unspecified,Production,12484657.000
2021-06-13,NO2,Other unspecified,Combined,1900.000
2021-06-13,NO2,Other unspecified,Production,1100.000
2021-06-13,NO2,Solar unspecified,Combined,30741.000
2021-06-13,NO2,Solar unspecified,Production,2135.000
2021-06-13,NO2,Thermal unspecified,Combined,9.000
2021-06-13,NO2,Thermal unspecified,Production,71760.000
2021-06-13,NO2,Wind unspecified,Combined,46.000
2021-06-13,NO2,Wind unspecified,Production,1201774.000
2021-06-13,NO3,Hydro unspecified,Combined,570.000
2021-06-13,NO3,Hydro unspecified,Production,4845658.000
2021-06-13,NO3,Other unspecified,Combined,250.000
2021-06-13,NO3,Solar unspecified,Combined,14265.000
2021-06-13,NO3,Solar unspecified,Production,500.000
2021-06-13,NO3,Thermal unspecified,Production,199300.000
2021-06-13,NO3,Wind unspecified,Combined,250.000
2021-06-13,NO3,Wind unspecified,Production,2428951.000
2021-06-13,NO4,Hydro unspecified,Combined,193.000
2021-06-13,NO4,Hydro unspecified,Production,5416836.000
2021-06-13,NO4,Other unspecified,Combined,659.000
2021-06-13,NO4,Other unspecified,Production,14550.000
2021-06-13,NO4,Solar unspecified,Combined,1119.000
2021-06-13,NO4,Thermal unspecified,Production,305399.000
2021-06-13,NO4,Wind unspecified,Production,1092400.000
2021-06-13,NO5,Hydro unspecified,Combined,139.000
2021-06-13,NO5,Hydro unspecified,Production,8421582.000
2021-06-13,NO5,Other unspecified,Combined,0.000
2021-06-13,NO5,Solar unspecified,Combined,7857.000
2021-06-13,NO5,Thermal unspecified,Production,297000.000
2021-06-13,NO5,Wind unspecified,Combined,2.000
2021-06-14,NO1,Hydro unspecified,Combined,504.000
2021-06-14,NO1,Hydro unspecified,Production,18910912.000
2021-06-14,NO1,Other unspecified,Combined,76.000
2021-06-14,NO1,Solar unspecified,Combined,57332.000
2021-06-14,NO1,Solar unspecified,Production,2198.000
2021-06-14,NO1,Thermal unspecified,Production,53150.000
2021-06-14,NO1,Wind unspecified,Production,229000.000
2021-06-14,NO2,Hydro unspecified,Combined,604.000
2021-06-14,NO2,Hydro unspecified,Production,12484657.000
2021-06-14,NO2,Other unspecified,Combined,1900.000
2021-06-14,NO2,Other unspecified,Production,1100.000
2021-06-14,NO2,Solar unspecified,Combined,30756.000
2021-06-14,NO2,Solar unspecified,Production,2135.000
2021-06-14,NO2,Thermal unspecified,Combined,9.000
2021-06-14,NO2,Thermal unspecified,Production,71760.000
2021-06-14,NO2,Wind unspecified,Combined,46.000
2021-06-14,NO2,Wind unspecified,Production,1201774.000
2021-06-14,NO3,Hydro unspecified,Combined,570.000
2021-06-14,NO3,Hydro unspecified,Production,4845658.000
2021-06-14,NO3,Other unspecified,Combined,250.000
2021-06-14,NO3,Solar unspecified,Combined,14265.000
2021-06-14,NO3,Solar unspecified,Production,500.000
2021-06-14,NO3,Thermal unspecified,Production,199300.000
2021-06-14,NO3,Wind unspecified,Combined,250.000
2021-06-14,NO3,Wind unspecified,Production,2428951.000
2021-06-14,NO4,Hydro unspecified,Combined,193.000
2021-06-14,NO4,Hydro unspecified,Production,5416836.000
2021-06-14,NO4,Other unspecified,Combined,659.000
2021-06-14,NO4,Other unspecified,Production,14550.000
2021-06-14,NO4,Solar unspecified,Combined,1119.000
2021-06-14,NO4,Thermal unspecified,Production,305399.000
2021-06-14,NO4,Wind unspecified,Production,1092400.000
2021-06-14,NO5,Hydro unspecified,Combined,139.000
2021-06-14,NO5,Hydro unspecified,Production,8421582.000
2021-06-14,NO5,Other unspecified,Combined,0.000
2021-06-14,NO5,Solar unspecified,Combined,7857.000
2021-06-14,NO5,Thermal unspecified,Production,297000.000
2021-06-14,NO5,Wind unspecified,Combined,2.000
2021-06-15,NO1,Hydro unspecified,Combined,504.000
2021-06-15,NO1,Hydro unspecified,Production,18910912.000
2021-06-15,NO1,Other unspecified,Combined,76.000
2021-06-15,NO1,Solar unspecified,Combined,57390.000
2021-06-15,NO1,Solar unspecified,Production,2198.000
2021-06-15,NO1,Thermal unspecified,Production,53150.000
2021-06-15,NO1,Wind unspecified,Production,229000.000
2021-06-15,NO2,Hydro unspecified,Combined,604.000
2021-06-15,NO2,Hydro unspecified,Production,12484657.000
2021-06-15,NO2,Other unspecified,Combined,1900.000
2021-06-15,NO2,Other unspecified,Production,1100.000
2021-06-15,NO2,Solar unspecified,Combined,30782.000
2021-06-15,NO2,Solar unspecified,Production,2135.000
2021-06-15,NO2,Thermal unspecified,Combined,9.000
2021-06-15,NO2,Thermal unspecified,Production,71760.000
2021-06-15,NO2,Wind unspecified,Combined,46.000
2021-06-15,NO2,Wind unspecified,Production,1201774.000
2021-06-15,NO3,Hydro unspecified,Combined,570.000
2021-06-15,NO3,Hydro unspecified,Production,4845658.000
2021-06-15,NO3,Other unspecified,Combined,250.000
2021-06-15,NO3,Solar unspecified,Combined,14265.000
2021-06-15,NO3,Solar unspecified,Production,500.000
2021-06-15,NO3,Thermal unspecified,Production,199300.000
2021-06-15,NO3,Wind unspecified,Combined,250.000
2021-06-15,NO3,Wind unspecified,Production,2428951.000
2021-06-15,NO4,Hydro unspecified,Combined,193.000
2021-06-15,NO4,Hydro unspecified,Production,5416836.000
2021-06-15,NO4,Other unspecified,Combined,659.000
2021-06-15,NO4,Other unspecified,Production,14550.000
2021-06-15,NO4,Solar unspecified,Combined,1119.000
2021-06-15,NO4,Thermal unspecified,Production,305399.000
2021-06-15,NO4,Wind unspecified,Production,1092400.000
2021-06-15,NO5,Hydro unspecified,Combined,139.000
2021-06-15,NO5,Hydro unspecified,Production,8421582.000
2021-06-15,NO5,Other unspecified,Combined,0.000
2021-06-15,NO5,Solar unspecified,Combined,8419.000
2021-06-15,NO5,Thermal unspecified,Production,297000.000
2021-06-15,NO5,Wind unspecified,Combined,2.000
2021-06-16,NO1,Hydro unspecified,Combined,504.000
2021-06-16,NO1,Hydro unspecified,Production,18910912.000
2021-06-16,NO1,Other unspecified,Combined,76.000
2021-06-16,NO1,Solar unspecified,Combined,57407.000
2021-06-16,NO1,Solar unspecified,Production,2198.000
2021-06-16,NO1,Thermal unspecified,Production,53150.000
2021-06-16,NO1,Wind unspecified,Production,229000.000
2021-06-16,NO2,Hydro unspecified,Combined,604.000
2021-06-16,NO2,Hydro unspecified,Production,12484657.000
2021-06-16,NO2,Other unspecified,Combined,1900.000
2021-06-16,NO2,Other unspecified,Production,1100.000
2021-06-16,NO2,Solar unspecified,Combined,30801.000
2021-06-16,NO2,Solar unspecified,Production,2135.000
2021-06-16,NO2,Thermal unspecified,Combined,9.000
2021-06-16,NO2,Thermal unspecified,Production,71760.000
2021-06-16,NO2,Wind unspecified,Combined,46.000
2021-06-16,NO2,Wind unspecified,Production,1201774.000
2021-06-16,NO3,Hydro unspecified,Combined,570.000
2021-06-16,NO3,Hydro unspecified,Production,4845658.000
2021-06-16,NO3,Other unspecified,Combined,250.000
2021-06-16,NO3,Solar unspecified,Combined,14277.000
2021-06-16,NO3,Solar unspecified,Production,500.000
2021-06-16,NO3,Thermal unspecified,Production,199300.000
2021-06-16,NO3,Wind unspecified,Combined,250.000
2021-06-16,NO3,Wind unspecified,Production,2428951.000
2021-06-16,NO4,Hydro unspecified,Combined,193.000
2021-06-16,NO4,Hydro unspecified,Production,5416836.000
2021-06-16,NO4,Other unspecified,Combined,659.000
2021-06-16,NO4,Other unspecified,Production,14550.000
2021-06-16,NO4,Solar unspecified,Combined,1119.000
2021-06-16,NO4,Thermal unspecified,Production,305399.000
2021-06-16,NO4,Wind unspecified,Production,1092400.000
2021-06-16,NO5,Hydro unspecified,Combined,139.000
2021-06-16,NO5,Hydro unspecified,Production,8421582.000
2021-06-16,NO5,Other unspecified,Combined,0.000
2021-06-16,NO5,Solar unspecified,Combined,8419.000
2021-06-16,NO5,Thermal unspecified,Production,297000.000
2021-06-16,NO5,Wind unspecified,Combined,2.000
2021-06-17,NO1,Hydro unspecified,Combined,504.000
2021-06-17,NO1,Hydro unspecified,Production,18910912.000
2021-06-17,NO1,Other unspecified,Combined,76.000
2021-06-17,NO1,Solar unspecified,Combined,57464.000
2021-06-17,NO1,Solar unspecified,Production,2198.000
2021-06-17,NO1,Thermal unspecified,Production,53150.000
2021-06-17,NO1,Wind unspecified,Production,229000.000
2021-06-17,NO2,Hydro unspecified,Combined,604.000
2021-06-17,NO2,Hydro unspecified,Production,12484657.000
2021-06-17,NO2,Other unspecified,Combined,1900.000
2021-06-17,NO2,Other unspecified,Production,1100.000
2021-06-17,NO2,Solar unspecified,Combined,30812.000
2021-06-17,NO2,Solar unspecified,Production,2135.000
2021-06-17,NO2,Thermal unspecified,Combined,9.000
2021-06-17,NO2,Thermal unspecified,Production,71760.000
2021-06-17,NO2,Wind unspecified,Combined,46.000
2021-06-17,NO2,Wind unspecified,Production,1201774.000
2021-06-17,NO3,Hydro unspecified,Combined,570.000
2021-06-17,NO3,Hydro unspecified,Production,4845658.000
2021-06-17,NO3,Other unspecified,Combined,250.000
2021-06-17,NO3,Solar unspecified,Combined,14277.000
2021-06-17,NO3,Solar unspecified,Production,500.000
2021-06-17,NO3,Thermal unspecified,Production,199300.000
2021-06-17,NO3,Wind unspecified,Combined,250.000
2021-06-17,NO3,Wind unspecified,Production,2428951.000
2021-06-17,NO4,Hydro unspecified,Combined,193.000
2021-06-17,NO4,Hydro unspecified,Production,5416836.000
2021-06-17,NO4,Other unspecified,Combined,659.000
2021-06-17,NO4,Other unspecified,Production,14550.000
2021-06-17,NO4,Solar unspecified,Combined,1125.000
2021-06-17,NO4,Thermal unspecified,Production,305399.000
2021-06-17,NO4,Wind unspecified,Production,1092400.000
2021-06-17,NO5,Hydro unspecified,Combined,139.000
2021-06-17,NO5,Hydro unspecified,Production,8421582.000
2021-06-17,NO5,Other unspecified,Combined,0.000
2021-06-17,NO5,Solar unspecified,Combined,8475.000
2021-06-17,NO5,Thermal unspecified,Production,297000.000
2021-06-17,NO5,Wind unspecified,Combined,2.000
2021-06-18,NO1,Hydro unspecified,Combined,504.000
2021-06-18,NO1,Hydro unspecified,Production,18910912.000
2021-06-18,NO1,Other unspecified,Combined,76.000
2021-06-18,NO1,Solar unspecified,Combined,57526.000
2021-06-18,NO1,Solar unspecified,Production,2198.000
2021-06-18,NO1,Thermal unspecified,Production,53150.000
2021-06-18,NO1,Wind unspecified,Production,229000.000
2021-06-18,NO2,Hydro unspecified,Combined,604.000
2021-06-18,NO2,Hydro unspecified,Production,12484657.000
2021-06-18,NO2,Other unspecified,Combined,1900.000
2021-06-18,NO2,Other unspecified,Production,1100.000
2021-06-18,NO2,Solar unspecified,Combined,30969.000
2021-06-18,NO2,Solar unspecified,Production,2135.000
2021-06-18,NO2,Thermal unspecified,Combined,9.000
2021-06-18,NO2,Thermal unspecified,Production,71760.000
2021-06-18,NO2,Wind unspecified,Combined,46.000
2021-06-18,NO2,Wind unspecified,Production,1201774.000
2021-06-18,NO3,Hydro unspecified,Combined,570.000
2021-06-18,NO3,Hydro unspecified,Production,4845658.000
2021-06-18,NO3,Other unspecified,Combined,250.000
2021-06-18,NO3,Solar unspecified,Combined,14277.000
2021-06-18,NO3,Solar unspecified,Production,500.000
2021-06-18,NO3,Thermal unspecified,Production,199300.000
2021-06-18,NO3,Wind unspecified,Combined,250.000
2021-06-18,NO3,Wind unspecified,Production,2428951.000
2021-06-18,NO4,Hydro unspecified,Combined,193.000
2021-06-18,NO4,Hydro unspecified,Production,5416836.000
2021-06-18,NO4,Other unspecified,Combined,659.000
2021-06-18,NO4,Other unspecified,Production,14550.000
2021-06-18,NO4,Solar unspecified,Combined,1161.000
2021-06-18,NO4,Thermal unspecified,Production,305399.000
2021-06-18,NO4,Wind unspecified,Production,1092400.000
2021-06-18,NO5,Hydro unspecified,Combined,139.000
2021-06-18,NO5,Hydro unspecified,Production,8421582.000
2021-06-18,NO5,Other unspecified,Combined,0.000
2021-06-18,NO5,Solar unspecified,Combined,8479.000
2021-06-18,NO5,Thermal unspecified,Production,297000.000
2021-06-18,NO5,Wind unspecified,Combined,2.000
2021-06-19,NO1,Hydro unspecified,Combined,504.000
2021-06-19,NO1,Hydro unspecified,Production,18910912.000
2021-06-19,NO1,Other unspecified,Combined,76.000
2021-06-19,NO1,Solar unspecified,Combined,57526.000
2021-06-19,NO1,Solar unspecified,Production,2198.000
2021-06-19,NO1,Thermal unspecified,Production,53150.000
2021-06-19,NO1,Wind unspecified,Production,229000.000
2021-06-19,NO2,Hydro unspecified,Combined,604.000
2021-06-19,NO2,Hydro unspecified,Production,12484657.000
2021-06-19,NO2,Other unspecified,Combined,1900.000
2021-06-19,NO2,Other unspecified,Production,1100.000
2021-06-19,NO2,Solar unspecified,Combined,30969.000
2021-06-19,NO2,Solar unspecified,Production,2135.000
2021-06-19,NO2,Thermal unspecified,Combined,9.000
2021-06-19,NO2,Thermal unspecified,Production,71760.000
2021-06-19,NO2,Wind unspecified,Combined,46.000
2021-06-19,NO2,Wind unspecified,Production,1201774.000
2021-06-19,NO3,Hydro unspecified,Combined,570.000
2021-06-19,NO3,Hydro unspecified,Production,4845658.000
2021-06-19,NO3,Other unspecified,Combined,250.000
2021-06-19,NO3,Solar unspecified,Combined,14277.000
2021-06-19,NO3,Solar unspecified,Production,500.000
2021-06-19,NO3,Thermal unspecified,Production,199300.000
2021-06-19,NO3,Wind unspecified,Combined,250.000
2021-06-19,NO3,Wind unspecified,Production,2428951.000
2021-06-19,NO4,Hydro unspecified,Combined,193.000
2021-06-19,NO4,Hydro unspecified,Production,5416836.000
2021-06-19,NO4,Other unspecified,Combined,659.000
2021-06-19,NO4,Other unspecified,Production,14550.000
2021-06-19,NO4,Solar unspecified,Combined,1161.000
2021-06-19,NO4,Thermal unspecified,Production,305399.000
2021-06-19,NO4,Wind unspecified,Production,1092400.000
2021-06-19,NO5,Hydro unspecified,Combined,139.000
2021-06-19,NO5,Hydro unspecified,Production,8421582.000
2021-06-19,NO5,Other unspecified,Combined,0.000
2021-06-19,NO5,Solar unspecified,Combined,8479.000
2021-06-19,NO5,Thermal unspecified,Production,297000.000
2021-06-19,NO5,Wind unspecified,Combined,2.000
2021-06-20,NO1,Hydro unspecified,Combined,504.000
2021-06-20,NO1,Hydro unspecified,Production,18910912.000
2021-06-20,NO1,Other unspecified,Combined,76.000
2021-06-20,NO1,Solar unspecified,Combined,57526.000
2021-06-20,NO1,Solar unspecified,Production,2198.000
2021-06-20,NO1,Thermal unspecified,Production,53150.000
2021-06-20,NO1,Wind unspecified,Production,229000.000
2021-06-20,NO2,Hydro unspecified,Combined,604.000
2021-06-20,NO2,Hydro unspecified,Production,12484657.000
2021-06-20,NO2,Other unspecified,Combined,1900.000
2021-06-20,NO2,Other unspecified,Production,1100.000
2021-06-20,NO2,Solar unspecified,Combined,30969.000
2021-06-20,NO2,Solar unspecified,Production,2135.000
2021-06-20,NO2,Thermal unspecified,Combined,9.000
2021-06-20,NO2,Thermal unspecified,Production,71760.000
2021-06-20,NO2,Wind unspecified,Combined,46.000
2021-06-20,NO2,Wind unspecified,Production,1201774.000
2021-06-20,NO3,Hydro unspecified,Combined,570.000
2021-06-20,NO3,Hydro unspecified,Production,4845658.000
2021-06-20,NO3,Other unspecified,Combined,250.000
2021-06-20,NO3,Solar unspecified,Combined,14277.000
2021-06-20,NO3,Solar unspecified,Production,500.000
2021-06-20,NO3,Thermal unspecified,Production,199300.000
2021-06-20,NO3,Wind unspecified,Combined,250.000
2021-06-20,NO3,Wind unspecified,Production,2428951.000
2021-06-20,NO4,Hydro unspecified,Combined,193.000
2021-06-20,NO4,Hydro unspecified,Production,5416836.000
2021-06-20,NO4,Other unspecified,Combined,659.000
2021-06-20,NO4,Other unspecified,Production,14550.000
2021-06-20,NO4,Solar unspecified,Combined,1161.000
2021-06-20,NO4,Thermal unspecified,Production,305399.000
2021-06-20,NO4,Wind unspecified,Production,1092400.000
2021-06-20,NO5,Hydro unspecified,Combined,139.000
2021-06-20,NO5,Hydro unspecified,Production,8421582.000
2021-06-20,NO5,Other unspecified,Combined,0.000
2021-06-20,NO5,Solar unspecified,Combined,8479.000
2021-06-20,NO5,Thermal unspecified,Production,297000.000
2021-06-20,NO5,Wind unspecified,Combined,2.000
2021-06-21,NO1,Hydro unspecified,Combined,504.000
2021-06-21,NO1,Hydro unspecified,Production,18910912.000
2021-06-21,NO1,Other unspecified,Combined,76.000
2021-06-21,NO1,Solar unspecified,Combined,57590.000
2021-06-21,NO1,Solar unspecified,Production,2198.000
2021-06-21,NO1,Thermal unspecified,Production,53150.000
2021-06-21,NO1,Wind unspecified,Production,229000.000
2021-06-21,NO2,Hydro unspecified,Combined,604.000
2021-06-21,NO2,Hydro unspecified,Production,12484657.000
2021-06-21,NO2,Other unspecified,Combined,1900.000
2021-06-21,NO2,Other unspecified,Production,1100.000
2021-06-21,NO2,Solar unspecified,Combined,31051.000
2021-06-21,NO2,Solar unspecified,Production,2135.000
2021-06-21,NO2,Thermal unspecified,Combined,9.000
2021-06-21,NO2,Thermal unspecified,Production,71760.000
2021-06-21,NO2,Wind unspecified,Combined,46.000
2021-06-21,NO2,Wind unspecified,Production,1201774.000
2021-06-21,NO3,Hydro unspecified,Combined,570.000
2021-06-21,NO3,Hydro unspecified,Production,4852598.000
2021-06-21,NO3,Other unspecified,Combined,250.000
2021-06-21,NO3,Solar unspecified,Combined,14283.000
2021-06-21,NO3,Solar unspecified,Production,500.000
2021-06-21,NO3,Thermal unspecified,Production,199300.000
2021-06-21,NO3,Wind unspecified,Combined,250.000
2021-06-21,NO3,Wind unspecified,Production,2428951.000
2021-06-21,NO4,Hydro unspecified,Combined,193.000
2021-06-21,NO4,Hydro unspecified,Production,5416836.000
2021-06-21,NO4,Other unspecified,Combined,659.000
2021-06-21,NO4,Other unspecified,Production,14550.000
2021-06-21,NO4,Solar unspecified,Combined,1161.000
2021-06-21,NO4,Thermal unspecified,Production,305399.000
2021-06-21,NO4,Wind unspecified,Production,1092400.000
2021-06-21,NO5,Hydro unspecified,Combined,139.000
2021-06-21,NO5,Hydro unspecified,Production,8421582.000
2021-06-21,NO5,Other unspecified,Combined,0.000
2021-06-21,NO5,Solar unspecified,Combined,8479.000
2021-06-21,NO5,Thermal unspecified,Production,297000.000
2021-06-21,NO5,Wind unspecified,Combined,2.000
2021-06-22,NO1,Hydro unspecified,Combined,504.000
2021-06-22,NO1,Hydro unspecified,Production,18910912.000
2021-06-22,NO1,Other unspecified,Combined,76.000
2021-06-22,NO1,Solar unspecified,Combined,57651.000
2021-06-22,NO1,Solar unspecified,Production,2198.000
2021-06-22,NO1,Thermal unspecified,Production,53150.000
2021-06-22,NO1,Wind unspecified,Production,229000.000
2021-06-22,NO2,Hydro unspecified,Combined,604.000
2021-06-22,NO2,Hydro unspecified,Production,12484657.000
2021-06-22,NO2,Other unspecified,Combined,1900.000
2021-06-22,NO2,Other unspecified,Production,1100.000
2021-06-22,NO2,Solar unspecified,Combined,31080.000
2021-06-22,NO2,Solar unspecified,Production,2135.000
2021-06-22,NO2,Thermal unspecified,Combined,9.000
2021-06-22,NO2,Thermal unspecified,Production,71760.000
2021-06-22,NO2,Wind unspecified,Combined,46.000
2021-06-22,NO2,Wind unspecified,Production,1201774.000
2021-06-22,NO3,Hydro unspecified,Combined,570.000
2021-06-22,NO3,Hydro unspecified,Production,4852598.000
2021-06-22,NO3,Other unspecified,Combined,250.000
2021-06-22,NO3,Solar unspecified,Combined,14294.000
2021-06-22,NO3,Solar unspecified,Production,500.000
2021-06-22,NO3,Thermal unspecified,Production,199300.000
2021-06-22,NO3,Wind unspecified,Combined,250.000
2021-06-22,NO3,Wind unspecified,Production,2428951.000
2021-06-22,NO4,Hydro unspecified,Combined,193.000
2021-06-22,NO4,Hydro unspecified,Production,5416836.000
2021-06-22,NO4,Other unspecified,Combined,659.000
2021-06-22,NO4,Other unspecified,Production,14550.000
2021-06-22,NO4,Solar unspecified,Combined,1172.000
2021-06-22,NO4,Thermal unspecified,Production,305399.000
2021-06-22,NO4,Wind unspecified,Production,1092400.000
2021-06-22,NO5,Hydro unspecified,Combined,139.000
2021-06-22,NO5,Hydro unspecified,Production,8421582.000
2021-06-22,NO5,Other unspecified,Combined,0.000
2021-06-22,NO5,Solar unspecified,Combined,8479.000
2021-06-22,NO5,Thermal unspecified,Production,297000.000
2021-06-22,NO5,Wind unspecified,Combined,2.000
2021-06-23,NO1,Hydro unspecified,Combined,504.000
2021-06-23,NO1,Hydro unspecified,Production,18910912.000
